source,target,weight
13772,28046,328814
75661,28046,328814
46526,28046,328814
34227,28046,328814
3714,28046,328814
2658,28046,328814
8221,28046,328814
23177,28046,328814
6847,28046,328814
70416,28046,328814
67248,28046,328814
93447,28046,328814
45366,28046,328814
91907,28046,328814
89933,28046,328814
48369,28046,328814
26481,28046,328815
82518,28046,328815
87410,90946,222031
63097,90946,222031
66494,90946,222031
18860,90946,222031
77175,90946,222032
20337,90946,222032
91453,90946,222032
50842,90946,222032
92791,90946,222032
13618,90946,222032
54048,90946,222032
83487,90946,222032
23289,90946,222032
1133,90946,222032
24249,90946,222032
16422,90946,222032
82454,90946,222032
23803,90946,222032
19584,90946,222032
67950,90946,222032
34685,90946,222032
98981,90946,222032
17988,90946,222032
185,6477,518689
58026,6477,518689
73371,6477,518689
64845,6477,518689
58869,6477,518689
78041,6477,518689
8400,6477,518689
3361,6477,518689
94130,6477,518689
47205,6477,518689
23636,6477,518689
19626,6477,518689
14656,6477,518690
46307,6477,518690
26783,6477,518690
77238,61346,288350
33443,61346,288350
3092,61346,288350
38007,61346,288350
23784,61346,288350
46627,61346,288350
88916,61346,288350
86756,61346,288350
64716,61346,288350
84051,61346,288350
82508,61346,288350
61286,61346,288350
99179,61346,288350
20814,61346,288350
19682,61346,288350
52890,61346,288350
53113,61346,288350
98174,61346,288350
53589,61346,288350
20451,61346,288350
19833,61346,288351
33427,61346,288351
7181,61346,288351
92983,61346,288351
68789,18165,1342478
21067,18165,1342478
65809,18165,1342478
83145,18165,1342479
25563,9987,652281
86657,9987,652281
78922,9987,652281
91710,9987,652281
98646,9987,652281
70703,9987,652281
87579,9987,652281
4387,9987,652281
89776,9987,652281
5908,9987,652281
43528,9987,652282
76945,59470,335914
64186,59470,335914
863,59470,335914
49822,59470,335914
19706,59470,335914
21777,59470,335914
38586,59470,335914
65014,59470,335914
4862,59470,335914
65944,59470,335914
10011,59470,335914
1916,59470,335914
37651,59470,335915
91064,59470,335915
49879,59470,335915
88336,59470,335915
77247,59470,335915
13183,59470,335915
11647,59470,335915
46359,59470,335915
41405,59470,335915
26097,59470,335915
69397,59470,335915
35866,35270,335248
38833,35270,335248
10607,35270,335248
27119,35270,335248
15486,35270,335248
45257,35270,335248
51984,35270,335249
55321,35270,335249
25847,35270,335249
74350,35270,335249
45645,35270,335249
26144,35270,335249
195,35270,335249
67040,35270,335249
10681,35270,335249
67565,35270,335249
91877,35270,335249
41461,35270,335249
68821,35270,335249
80604,35270,335249
75203,35270,335249
80621,35270,335249
14648,3329,422087
33004,3329,422087
83005,3329,422087
91170,3329,422087
90598,3329,422087
45283,3329,422087
99667,3329,422087
43452,3329,422087
4089,3329,422087
54477,3329,422088
43041,3329,422088
56477,3329,422088
95692,3329,422088
34586,3329,422088
5927,78494,671096
26735,78494,671096
91357,78494,671096
2855,78494,671096
5964,78494,671096
97813,78494,671096
59819,78494,671096
14528,78494,671097
2289,78494,671097
86267,78494,671097
88642,78494,671097
8130,14943,525626
21197,14943,525626
19621,14943,525626
42723,14943,525627
79857,14943,525627
60514,14943,525627
44454,14943,525627
60370,14943,525627
2064,14943,525627
62418,14943,525627
11340,14943,525627
27771,14943,525627
18220,14943,525627
74485,14943,525627
6709,83988,268781
17928,83988,268781
27234,83988,268781
89991,83988,268781
56885,83988,268781
6762,83988,268781
18238,83988,268782
86712,83988,268782
45183,83988,268782
76123,83988,268782
17617,83988,268782
72998,83988,268782
52661,83988,268782
50574,83988,268782
18529,83988,268782
2266,83988,268782
48134,83988,268782
6754,83988,268782
11196,83988,268782
53924,83988,268782
58557,83988,268782
54418,83988,268782
39837,83988,268782
69085,83988,268782
13790,78030,594522
70749,78030,594522
12655,78030,594522
71215,78030,594523
20874,78030,594523
6547,78030,594523
71529,78030,594523
13685,78030,594523
82303,78030,594523
27636,78030,594523
97550,78030,594523
48013,78030,594523
66456,31163,363045
61774,31163,363046
34552,31163,363046
94982,31163,363046
65081,31163,363046
5217,31163,363046
25790,31163,363046
81191,31163,363046
57980,31163,363046
31598,31163,363046
37806,31163,363046
73783,31163,363046
91324,31163,363046
38932,31163,363046
52383,31163,363046
30335,31163,363046
87057,31163,363046
59658,31163,363046
62857,94670,376890
50560,94670,376890
78834,94670,376890
93386,94670,376890
24207,94670,376890
40873,94670,376890
52083,94670,376890
83080,94670,376890
80596,94670,376890
84618,94670,376890
572,94670,376890
54587,94670,376890
52697,94670,376890
56626,94670,376890
98788,94670,376891
44299,94670,376891
82471,77952,288956
7637,77952,288956
39500,77952,288956
42776,77952,288956
75872,77952,288956
93198,77952,288956
97709,77952,288956
22992,77952,288956
98881,77952,288956
71324,77952,288956
1126,77952,288956
51853,77952,288956
60346,77952,288956
89733,77952,288956
56678,77952,288956
33236,77952,288956
40198,77952,288956
9287,77952,288956
1549,77952,288956
35428,77952,288957
71059,77952,288957
51016,77952,288957
41568,77952,288957
16346,77952,288957
75319,77952,288957
50625,77952,288957
75610,89131,349000
42988,89131,349000
99078,89131,349000
86998,89131,349000
23147,89131,349000
77645,89131,349000
35651,89131,349000
3854,89131,349001
4443,89131,349001
58609,89131,349001
9735,89131,349001
43663,89131,349001
66349,89131,349001
23161,89131,349001
26248,89131,349001
59605,89131,349001
98642,89131,349001
93778,89131,349001
88746,89131,349001
75054,89131,349001
53219,86903,215499
50275,86903,215499
46184,86903,215499
78804,86903,215499
18690,86903,215499
46802,86903,215499
22049,86903,215499
85286,86903,215499
67817,86903,215499
51273,86903,215499
23801,86903,215499
63314,86903,215499
78644,86903,215499
79739,86903,215499
35926,86903,215499
86344,86903,215499
66835,86903,215499
10404,86903,215499
47413,86903,215499
100000,86903,215499
4348,86903,215500
2486,86903,215500
75059,86903,215500
21067,86903,215500
25848,86903,215500
81680,86903,215500
55920,86903,215500
6285,18941,386525
52830,18941,386525
29188,18941,386526
31821,18941,386526
67272,18941,386526
59142,18941,386526
88826,18941,386526
11058,18941,386526
21206,18941,386526
34047,18941,386526
45667,18941,386526
87623,18941,386526
87578,18941,386526
62587,18941,386526
51916,18941,386526
66755,18941,386526
37661,18941,386526
83585,18941,386526
71048,18941,386526
79112,18941,386526
9373,86839,478195
85972,86839,478195
65676,86839,478195
95970,86839,478195
43742,86839,478195
68061,86839,478195
43372,86839,478195
23506,86839,478195
75295,86839,478195
44499,86839,478195
26220,86839,478195
239,86839,478195
58473,86839,478195
46161,86839,478195
17130,86839,478195
59524,86839,478196
89495,42168,226478
70669,42168,226479
4474,42168,226479
80584,42168,226479
84640,42168,226479
32144,42168,226479
5185,42168,226479
70960,42168,226479
14355,42168,226479
52112,42168,226479
5128,42168,226479
73501,42168,226479
9232,42168,226479
226,42168,226479
10195,42168,226479
49635,42168,226479
71600,42168,226479
47522,42168,226479
78150,42168,226479
59800,42168,226479
6953,42168,226479
26096,42168,226479
33510,42168,226479
67834,42168,226479
12431,42168,226479
14309,42168,226479
73320,42168,226479
53121,42168,226479
3821,73055,361845
89816,73055,361845
81540,73055,361845
10402,73055,361845
36990,73055,361845
63802,73055,361845
23082,73055,361845
11910,73055,361845
99260,73055,361845
12887,73055,361845
81705,73055,361845
40037,73055,361845
52430,73055,361845
26886,73055,361845
30057,73055,361846
97808,73055,361846
57246,73055,361846
63442,73055,361846
28552,73055,361846
90899,73055,361846
77466,73055,361846
97143,42594,2011892
99212,42594,2011892
14095,42594,2011893
8956,51149,316128
23219,51149,316128
16917,51149,316128
42439,51149,316128
2896,51149,316128
68239,51149,316128
3529,51149,316128
65351,51149,316129
246,51149,316129
8822,51149,316129
41031,51149,316129
6120,51149,316129
22046,51149,316129
46198,51149,316129
19397,51149,316129
1650,51149,316129
12013,51149,316129
4530,51149,316129
46889,51149,316129
26364,51149,316129
48021,51149,316129
40267,51149,316129
15746,83790,274712
15100,83790,274712
58428,83790,274712
61733,83790,274712
85462,83790,274713
6281,83790,274713
26416,83790,274713
49391,83790,274713
63679,83790,274713
56410,83790,274713
9277,83790,274713
29754,83790,274713
26579,83790,274713
26448,83790,274713
8654,83790,274713
52096,83790,274713
99754,83790,274713
14613,83790,274713
24405,83790,274713
20261,83790,274713
15988,83790,274713
59891,83790,274713
78832,83790,274713
9614,83790,274713
88290,83790,274713
77370,83790,274713
58669,83790,274713
728,83790,274713
64353,74713,1310436
17894,74713,1310436
40237,74713,1310437
58854,74713,1310437
56874,74713,1310437
52734,74713,1310437
32713,77508,445248
71486,77508,445248
20358,77508,445248
77549,77508,445248
92740,77508,445248
37414,77508,445248
48631,77508,445248
58492,77508,445248
71160,77508,445248
57896,77508,445249
22313,77508,445249
80105,77508,445249
76977,77508,445249
90128,77508,445249
41512,77508,445249
69445,77508,445249
99359,77508,445249
89799,95498,281506
8439,95498,281506
60722,95498,281506
59359,95498,281506
56249,95498,281506
60661,95498,281506
6752,95498,281506
73912,95498,281506
65179,95498,281506
14146,95498,281506
14092,95498,281506
862,95498,281506
28267,95498,281506
51514,95498,281506
14126,95498,281506
53999,95498,281506
95231,95498,281506
25156,95498,281506
95979,95498,281507
71687,95498,281507
66923,95498,281507
5780,95498,281507
84359,95498,281507
82135,95498,281507
15214,95498,281507
4986,95498,281507
89938,95498,281507
55870,17530,1886673
84344,24873,4449948
15530,73375,2389506
97472,62943,4112242
68506,71141,2990897
61071,70912,1623705
58513,31174,1115815
53935,467,1176907
23812,29698,3817906
87748,79291,2627756
20779,61,4697163
15264,83912,160095
63412,62120,2491642
84097,2196,4854963
81456,59191,1825646
50700,46668,2876429
71957,95606,4384402
6711,27336,2188635
21226,88390,3550767
96135,36942,1437053
18124,73026,931666
9107,84347,3295362
71698,81522,3268260
74435,50110,1385304
9309,17700,1299187
99934,55222,3855137
80885,20631,3999274
79612,18098,1368020
11380,80195,3319685
38993,24266,3964183
23477,68698,302294
15048,28135,4260117
40167,31783,3422485
77415,2416,3962262
43430,49910,2292028
13484,62066,4728885
3157,2232,3221883
36891,24642,1755132
65900,2041,1795938
48794,91733,1554429
32130,35633,2652759
83087,49705,1997322
53077,91771,4635498
23263,22251,3008377
26878,41341,1481266
90938,96910,3056990
71595,68262,113273
78082,99950,657559
43068,11108,993567
84823,81869,2746049
91914,5268,2221763
95340,30340,1376091
94692,42723,1269134
83513,37619,434734
24556,1257,367154
46296,31997,4528389
54093,94808,1507304
70732,68026,3099667
69642,67083,325449
89429,22557,1039338
3060,21551,1476902
37534,27881,3258312
69473,8950,2773272
36975,4661,1457880
5083,29168,2683427
45837,41851,3674691
98572,22950,4100385
93267,78811,1971558
18192,33489,2412412
66674,57645,4969582
40374,88225,4484464
38590,13481,1158785
70945,418,4827206
66252,52697,4558464
22766,68084,4396738
90395,68719,4735195
8827,61399,4845403
85406,95093,2405313
68735,17156,4719144
36398,48307,2155695
3985,4055,4432076
28369,14453,1932291
14036,55166,511709
57336,91016,4389484
2106,23641,1688103
95826,47963,3907133
26296,26740,1459806
81479,37507,4170475
99221,17351,3655434
48799,89984,4333353
88901,40556,3488409
15766,34294,4707675
75678,68698,1479723
71803,68468,1384956
4819,73913,2171650
63810,2842,4995108
23069,3828,2348784
74177,20451,2722773
69425,99507,3429976
11279,31819,716289
10177,52894,2014638
57738,14685,1891929
20246,55566,1581600
98808,59623,4135093
71760,6225,4187465
27583,28306,818780
68974,76240,1612344
75021,68961,3929662
33188,80349,3183022
37278,6254,685902
2137,70023,765028
38127,90579,1911421
61096,83515,1961744
94054,86646,2418626
93815,81516,4739686
93352,44509,3251400
49130,89560,1919156
81765,33961,3437899
17015,52570,1610222
26802,82070,3388934
97239,78283,311268
99576,92220,1689037
73630,44234,1000724
65629,32079,4062317
20843,28570,4897074
97147,7385,3891721
37802,53268,1480799
72456,41330,1474126
63409,79893,4329200
51093,59357,4755809
15050,58980,1335967
22247,54765,3629536
59920,68262,123197
97237,47018,4324963
79393,5629,4161515
2984,52750,2519622
14931,85860,3661870
15287,10919,2483966
21341,74301,1265886
13203,98237,674474
93557,44688,1088725
4609,72851,3953018
41485,5953,3847765
46436,77346,1786639
99282,49218,4458846
89943,29438,3861235
68498,84418,869493
93252,56221,748010
68720,97712,987796
45719,70122,4977320
16974,22898,3284761
3067,16921,1866891
61611,83424,216045
77971,81048,3776313
95880,95399,3931829
4463,65272,616869
19544,36614,3365041
32599,18661,3040921
10317,74938,1026663
62603,29110,1093747
33645,55072,2298957
86651,72065,1394362
55717,91892,2497750
24440,81312,2357356
70264,90843,4002311
24510,78559,4730973
59014,39060,4339729
82181,36930,394042
42831,44412,2953532
39345,17534,1423374
40517,72522,197077
87587,98536,1274619
33823,33789,3808618
36973,29614,1980983
56788,52825,3521582
79212,86384,3901873
85464,4500,2410295
31930,57399,2765625
866,15552,4740137
11054,10804,2091010
13064,76451,2166982
6890,64136,184924
11686,9324,3878422
7415,69994,2000595
29256,50096,1116142
596,88309,1926121
48643,23882,2370940
38638,85499,3991712
43624,50759,1999105
73965,1968,1342342
23952,54510,1175847
64072,92883,3384858
27633,66588,515641
70504,58765,4629143
85180,4961,4476657
28562,58427,966820
59829,91264,2118629
83831,1013,4667570
3389,94221,3446773
76106,41315,1889603
53075,63910,1579099
91664,10233,3534303
80198,56531,1931899
55955,2389,2311680
80417,25172,1384387
79779,74959,4640544
59047,75007,2691758
93237,28594,2471475
89707,20924,4243303
3594,88623,3623277
82494,76772,927702
46125,57020,764617
83061,72988,2187492
39475,603,3315870
82292,99373,3462933
99250,78255,4505513
23853,80326,454238
48967,70275,4922163
17011,67775,347290
6431,21366,4371028
46146,90377,3724101
65022,61591,4279178
65222,14956,4180201
13655,30428,4886683
5569,58674,625093
49543,95152,1096351
45069,65997,3972197
47572,81630,3256323
53222,77434,4825224
1286,17233,1542996
23041,82061,1339767
15597,58273,4263762
40659,23997,2084373
13431,83381,1634913
33294,21709,3410090
16633,65511,330293
7828,28174,2814218
13506,55217,1994667
76340,55758,4509267
59403,1787,4924244
99775,45704,2873466
98300,86978,4899627
5224,4388,3944928
91741,44794,799975
78222,42292,1801199
98628,59469,86743
23686,25511,2768237
71790,43732,4954692
39968,44627,990610
61162,78998,3860332
48774,78255,3170100
74205,25089,1687581
6162,21496,1855160
24653,81941,4673230
97857,81901,2145201
40945,84520,4494518
21262,88684,1715903
62612,83206,3133830
61737,43877,2543150
87422,46362,2404446
75439,53693,1450694
85902,96010,363541
58976,63592,625032
12924,56619,3197368
40939,39952,2081709
36154,30735,4824160
65693,41233,2682428
98866,16241,1868172
8953,90794,1922266
46242,41205,900632
85716,66341,1341563
37792,52256,2373541
40206,55859,1015133
49846,85016,4022893
76223,18247,2827924
76829,4000,1382910
2295,27828,3147590
89252,34421,587444
4108,35891,2414479
15539,35677,4317737
26217,4919,2669309
20457,24114,781465
16988,74937,4637190
57246,4129,192967
48104,39961,1998986
51395,45408,997049
30799,69779,2156123
8329,86560,2892490
42862,74946,1823624
52808,29728,3287533
34565,50275,3334081
98047,87901,3579561
46560,5591,3635704
97547,76168,4685634
88501,72081,2008509
71746,67214,4956106
78089,22542,4860382
61630,21022,1977151
56749,87541,3786723
61958,36703,3893725
72538,80715,89681
25930,38206,66930
66595,11761,4646080
64872,53465,3310272
52291,2372,4614042
24099,25210,4844598
14846,84900,1436502
31344,17378,1738005
57361,44441,3589333
82093,26293,768260
11200,79868,4052075
58823,32382,248214
71890,37448,2084736
90373,49579,826280
5795,17240,4289505
31815,45385,3412264
42879,19263,3217217
46531,36450,4219354
18202,3608,2875979
29681,30154,4727747
20546,86594,599428
14614,31073,3372794
71858,17627,3906096
9398,29363,4938001
90279,80350,2674973
57087,13293,4214863
12303,86732,650038
30932,50722,234796
79733,83575,1124183
17446,4857,1648432
48053,63619,1940175
75507,15336,1898655
4832,38638,3954174
57489,39651,4729468
30644,77620,656767
77657,72806,4187029
94476,43225,2915622
46314,88223,923773
46893,96138,365171
41337,95930,514164
81233,2525,1737404
66658,90834,3015823
14664,91860,1682797
50457,41618,1416689
7960,96938,145440
23824,40603,2924731
9462,65474,1866686
49896,66893,3751326
29968,35235,4264367
52554,56808,1894680
89707,30152,370947
47353,41905,3482904
64890,85625,1985136
57365,13814,1534832
85195,35482,3073795
69561,14678,69975
16485,44689,2870700
3798,51215,3286975
38153,46344,1224059
47047,20896,1630093
21515,75244,2096746
28248,60455,1602992
37108,79920,2302217
7633,73423,3829176
33596,45412,422432
35256,98589,3062729
12962,95511,174059
23514,38448,1667990
93989,57131,3327184
723,24818,1267920
70734,69285,3715222
93556,77285,1114870
76546,54402,3480679
76320,9413,4058288
43889,59678,2312958
64654,65773,2241888
90140,99814,4104167
45882,47581,2878294
11077,26825,669125
5917,33125,499494
64731,49412,3907096
30084,10836,2007950
64292,57951,2421810
54161,17918,602950
94284,9888,934629
92033,20890,2256228
1489,77795,1783682
48180,4850,256469
71269,45201,3115424
40268,78025,2800610
10147,29990,1023149
36698,79340,4402054
68889,35880,4440725
29080,83596,1920494
23831,77407,4895580
45472,58536,2862029
70378,55162,1130773
60795,16152,960781
83524,28876,1949975
91753,47632,2075687
71858,56531,878986
68889,49579,4996101
36698,35235,3252156
15050,6225,3909908
15597,88223,1605747
70264,15287,2051059
72456,15050,3678842
83513,56749,2069819
53075,82494,1833878
13506,19544,4918859
61399,46436,2511469
603,57361,1758852
50275,96135,3270858
65997,98808,1546392
37507,98047,704348
73913,53268,4752915
95152,70912,2920899
53268,17534,1840788
17700,88390,1592377
2232,6254,1224511
5953,6477,2009005
33789,61346,4525371
26293,18165,3963280
77285,18165,1791782
59191,95498,420739
24510,95498,3271848
97547,31163,4277215
11200,73055,1178060
74177,83790,4169010
8953,9987,862405
55072,41461,2686717
87901,84618,1427598
30735,3854,4849662
70122,35926,3992582
86384,6762,1707322
76223,47522,652264
17015,15214,4290973
73965,38586,1588697
69425,71059,4711577
53222,95692,4689476
1549,71746,4939185
9373,28248,4657933
90598,14931,2947084
23784,38993,3083463
70669,93815,1624827
22046,70275,1745188
20337,50110,461029
22049,80349,305353
27771,74938,1077674
46627,17240,4049544
28046,73630,2568792
89131,75507,1754765
94670,13506,4947130
89131,65629,795947
61346,37108,1797531
31163,95093,2395386
28046,8950,3655808
77508,65511,3204700
73055,83206,655907
86903,67214,3934608
23069,47590,4555562
1489,34989,340443
65222,950,4524228
85716,950,421672
46436,73532,1421211
52554,67662,4686162
38590,41703,3062117
84097,44075,1387855
7960,55735,1026062
47353,71881,2884434
70504,58819,1123395
89943,55884,2117317
20779,32548,379128
42831,63730,2046834
16988,32346,226695
44441,68625,2686176
26293,29182,378583
24114,25682,1951655
27336,44881,381968
20896,39185,3603745
16921,75252,224357
61,68275,631490
5629,41703,4035833
