source,target,weight
43439,13115,502828
43439,63955,502828
43439,16638,502828
43439,46827,502828
43439,46060,502828
43439,60266,502828
43439,5029,502828
43439,62290,502828
43439,89414,502828
43439,94137,502828
43439,58551,502828
43439,71167,502828
69208,42692,372321
69208,54010,372321
69208,44409,372321
69208,94632,372321
69208,51747,372321
69208,21453,372321
69208,42627,372321
69208,97637,372321
69208,66062,372321
69208,71259,372321
69208,55007,372321
69208,62050,372321
69208,23494,372321
69208,38720,372321
69208,24349,372321
69208,7654,372321
69208,85699,372321
69208,98036,372321
69208,32455,372321
69208,91032,372321
69208,6897,372321
69208,51077,372321
69208,13633,372321
69208,48273,372322
71475,10234,1002226
71475,75572,1002226
71475,50788,1002226
71475,8847,1002226
71475,34483,1002227
71475,72492,1002227
71475,54332,1002227
75076,30252,420044
75076,50080,420044
75076,98057,420044
75076,30180,420044
75076,92527,420044
75076,24618,420044
75076,6644,420044
75076,24841,420044
75076,20067,420044
75076,6646,420044
75076,90581,420044
75076,50112,420044
75076,75668,420044
75076,66439,420044
75076,16595,420044
75076,71373,420045
75076,49051,420045
75076,34544,420045
75076,1512,420045
82930,82726,779884
82930,72794,779884
82930,43090,779884
82930,16422,779884
82930,85116,779884
82930,83961,779884
82930,29156,779884
82930,89577,779884
82930,45031,779884
82930,67096,779885
13919,53522,323248
13919,61430,323248
13919,33512,323248
13919,45513,323248
13919,90767,323248
13919,11846,323248
13919,25667,323248
13919,27636,323248
13919,63975,323248
13919,50139,323248
13919,86945,323248
13919,87092,323248
13919,68015,323248
13919,79614,323248
13919,31440,323248
13919,57534,323248
13919,26472,323248
13919,6984,323248
13919,33911,323248
13919,44716,323248
13919,57919,323248
13919,95350,323248
13919,95241,323248
13919,59719,323249
8764,60280,2124536
76487,57212,3973331
37401,37131,4689663
5490,51446,6080470
4859,19283,277215
13983,54664,4793288
41370,78452,6531605
44836,49597,1893610
19236,29620,1457754
11620,41819,6086012
16286,61097,2501756
27507,80925,1262145
23347,54049,980693
29492,43138,1335905
39266,82238,2405323
94234,25797,1735501
61010,28003,4708816
95582,96373,5458852
97892,34278,6194378
12652,94211,5644467
51792,52614,567299
29947,29996,1153116
18803,7426,6375559
31287,85814,266502
16409,32349,4478012
33979,40273,1030238
93407,56028,3478319
70010,37329,4813926
66916,54497,3424435
62348,17345,6421415
93710,45806,3012335
35086,36839,4266693
45526,18743,395032
99751,17283,6139986
5499,88631,3152907
86622,61158,5748999
94485,13021,6403504
63307,35542,6360313
95376,59438,5072865
86807,13105,4582171
88920,71196,2059672
334,28048,4628330
17447,12872,1797725
98282,7583,1218243
31654,50710,3368585
11850,55033,4040477
93901,10853,2387903
32093,32298,2529811
58094,16511,737413
7480,80408,4973740
9700,51915,4234770
1841,83673,99015
9841,832,5185606
41634,98596,2262363
2476,92988,4942500
6380,80401,630852
45330,42228,5622169
47807,45676,3597983
52358,10910,270079
45465,7187,5102151
12533,90499,716889
83100,3425,5940457
62379,26827,3083877
23867,33114,1013817
1683,96773,6468847
99938,85146,68412
60976,5502,5902402
96739,93138,6708425
41277,41940,2814402
18561,99227,144129
74876,82022,2086414
11942,44430,4085522
22427,58899,4687751
66575,48350,205063
48345,52387,6423218
68313,41261,6820416
71399,97607,2854607
29367,65274,6525482
86475,57603,4987131
67051,427,6696099
4944,15821,2326034
86515,54356,3994096
94865,71432,2717636
21769,2665,1192521
37691,91694,1850652
15889,77721,3574931
20300,67339,3617276
6619,22080,1331102
16037,21259,2686780
63509,26706,2002309
78648,26058,4421742
38478,38565,2399232
78997,4416,4607528
22294,24762,4452946
43819,80863,5178847
34757,15632,4710952
35516,18230,4371863
63240,77225,4757853
57731,1811,5955243
21507,13013,6434292
80394,19157,3576233
31696,66443,3261600
5442,92022,4287159
54513,40291,3355181
45772,24950,131219
89256,86888,2167974
33769,56431,917735
44595,51089,4928819
92103,29315,3107620
84299,14151,543216
18125,52747,5074243
47071,72753,3768592
67019,21135,2934138
34941,3332,2347046
27986,76031,5280855
32822,99632,2623132
82008,92672,3111675
42627,30509,2608003
86479,69414,4880488
1895,66200,592123
48135,93608,6442557
93228,66160,5370378
48423,22491,4616652
15335,48518,631415
38256,18166,4166313
83611,93313,4979620
71371,53821,5279346
36856,28476,3090646
42005,6034,4714192
93017,27061,3935548
76155,96092,1435180
54787,35133,519708
50094,90993,5189387
32142,38108,3316517
50341,82940,3754021
4470,84461,2596920
5396,23417,316393
95201,4542,5104924
11699,93579,2987751
72763,23600,5913611
20909,39331,5760785
29594,62188,5549084
58105,16569,4569024
66704,95558,2826744
1897,24338,1642372
55923,56983,5400135
36246,84211,572349
86178,78562,4056756
2476,85333,1824805
72995,80260,4129042
12870,70402,535208
10859,48510,5544956
78139,25401,1684039
33855,95164,4027140
6727,58630,6455691
21533,40003,3621697
83352,25201,1111902
36106,23286,3640278
62714,67579,3633901
84426,60595,2757093
87486,55111,860940
79037,61076,5433625
65197,5746,2844407
13594,64373,2093588
65883,24748,867977
25929,17258,4497752
48309,87296,3058326
91306,77046,5823140
11525,75209,6465639
84215,63021,1232548
76718,42277,1736416
20051,87338,3874713
69988,11091,5959298
66379,60426,4227321
78243,24444,3418208
29763,17266,3405797
87164,87335,447595
65823,39370,3837109
4113,85486,2269971
45407,94679,6819592
33189,58513,4034093
24009,99360,1784913
8581,27487,1349463
70889,36540,3453599
349,6966,3750180
72130,26194,3816892
14057,33935,611056
1646,87331,112917
82959,5634,3291373
97278,9091,1898417
69663,51624,3530283
35511,75542,448910
32042,72317,5712794
81273,46402,2936526
82705,31310,514418
64028,27444,646119
33718,69566,670391
52088,41176,2181996
45294,6199,5959988
17576,83939,185456
70010,38565,6878958
11699,832,1702403
33769,60595,5126204
41634,76031,1853925
11525,15632,4972373
93710,36856,4440241
1683,11620,3606548
1895,42005,4855182
86807,29492,4397517
63307,35511,2071229
39370,21533,2001168
99632,32042,1589935
99632,7480,2892068
55033,55923,3405904
87338,16037,6063558
82940,10853,262460
45806,15632,1796475
93579,18166,624864
15632,35133,1244016
83939,18230,1268221
41819,31439,4007857
30509,43439,5384694
36839,30965,4588859
36839,37177,1296433
80401,43439,5255938
11620,82688,3529488
45772,82410,4040534
17447,75076,4128552
62348,30105,6306849
79037,41220,5901524
93608,60094,1224808
60595,7806,6715748
80925,16595,4775669
23417,34544,3840604
94211,90146,2609475
52358,70742,4069285
82008,16524,6419065
62348,70964,5612589
1841,71167,2106105
6727,23494,2724504
21254,33855,3135930
21955,20300,2808503
3092,22427,1145624
18626,29492,4629576
16595,41370,5178964
76026,62188,5217932
8056,50710,3174284
88645,17283,93827
39060,29315,5993255
7038,83673,2052036
4161,18561,6875557
37177,27986,2306338
82930,39266,6445058
82688,63240,959936
82930,18125,1977604
82930,21135,359943
71475,52387,2218230
30965,51446,4268081
31439,96773,3367443
82930,52747,3380428
27283,77879,328738
27283,84171,328738
27283,88291,328738
27283,69374,328738
27283,40542,328738
27283,15631,328738
27283,79182,328738
27283,42325,328738
27283,30617,328738
27283,699,328738
27283,25903,328738
27283,200,328738
27283,66844,328739
27283,32925,328739
27283,12802,328739
27283,62007,328739
96057,62983,170114
96057,92703,170114
96057,84145,170114
96057,53361,170114
96057,26494,170114
96057,50151,170114
96057,1503,170114
96057,79367,170114
96057,98815,170114
96057,99099,170114
96057,2474,170114
96057,58010,170114
96057,22745,170114
96057,71784,170114
96057,90078,170114
96057,65929,170115
96057,78784,170115
96057,94776,170115
96057,53,170115
96057,99829,170115
96057,12859,170115
96057,60127,170115
96057,80879,170115
96057,63401,170115
96057,18465,170115
96057,67171,170115
19104,30226,44893
19104,45136,44893
19104,51392,44893
19104,38543,44893
19104,78726,44893
19104,48379,44893
19104,25355,44893
19104,97525,44893
19104,35911,44893
19104,56102,44893
19104,61426,44893
19104,64427,44894
8550,5807,275217
8550,6886,275217
8550,43462,275217
8550,32084,275217
8550,91241,275217
8550,59526,275217
8550,90174,275217
8550,66241,275217
8550,71916,275217
8550,35146,275217
8550,97122,275217
8550,562,275217
8550,9064,275217
8550,87178,275217
8550,90066,275217
8550,98551,275217
8550,53029,275217
8550,93401,275217
8550,28645,275217
8550,58183,275217
49153,20352,267793
49153,86005,267794
49153,52923,267794
