Id,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,componentnumber,strongcompnum,modularity_class
3335,1,0,1,639230,0,639230,0,0,0,0,3,68,150
4161,0,30,30,0,14098924,14098924,2,0.941176,0.96875,0,4,117,85
7806,2,0,2,6964829,0,6964829,0,0,0,0,4,116,85
93672,1,0,1,249081,0,249081,0,0,0,0,4,115,85
75260,1,0,1,249081,0,249081,0,0,0,0,4,114,85
52002,1,0,1,249081,0,249081,0,0,0,0,4,113,85
50023,1,0,1,249081,0,249081,0,0,0,0,4,112,85
7038,1,1,2,249081,2052036,2301117,1,1,1,0,4,111,85
32828,1,0,1,249081,0,249081,0,0,0,0,4,109,85
99617,1,0,1,249081,0,249081,0,0,0,0,4,108,85
34858,1,0,1,249081,0,249081,0,0,0,0,4,107,85
28744,1,0,1,249081,0,249081,0,0,0,0,4,106,85
43619,1,0,1,249081,0,249081,0,0,0,0,4,105,85
96342,1,0,1,249082,0,249082,0,0,0,0,4,104,85
27404,1,0,1,249082,0,249082,0,0,0,0,4,103,85
1599,1,0,1,249082,0,249082,0,0,0,0,4,102,85
98501,1,0,1,249082,0,249082,0,0,0,0,4,101,85
94376,1,0,1,249082,0,249082,0,0,0,0,4,100,85
44546,1,0,1,249082,0,249082,0,0,0,0,4,99,85
6724,1,0,1,249082,0,249082,0,0,0,0,4,98,85
10834,1,0,1,249082,0,249082,0,0,0,0,4,97,85
88949,1,0,1,249082,0,249082,0,0,0,0,4,96,85
54547,1,0,1,249082,0,249082,0,0,0,0,4,95,85
76270,1,0,1,249082,0,249082,0,0,0,0,4,94,85
64321,1,0,1,249082,0,249082,0,0,0,0,4,93,85
73770,1,0,1,249082,0,249082,0,0,0,0,4,92,85
39477,1,0,1,249082,0,249082,0,0,0,0,4,91,85
29501,1,0,1,249082,0,249082,0,0,0,0,4,90,85
2174,1,0,1,249082,0,249082,0,0,0,0,4,89,85
83480,1,0,1,249082,0,249082,0,0,0,0,4,88,85
49193,1,0,1,249082,0,249082,0,0,0,0,4,87,85
33203,0,9,9,0,7943826,7943826,2,0.909091,0.95,0,5,128,69
7242,1,0,1,882647,0,882647,0,0,0,0,5,127,69
784,1,0,1,882647,0,882647,0,0,0,0,5,126,69
65196,1,0,1,882647,0,882647,0,0,0,0,5,125,69
80364,1,0,1,882647,0,882647,0,0,0,0,5,124,69
8056,1,1,2,882647,3174284,4056931,1,1,1,0,5,123,69
69621,1,0,1,882647,0,882647,0,0,0,0,5,121,69
97479,1,0,1,882648,0,882648,0,0,0,0,5,120,69
34537,1,0,1,882648,0,882648,0,0,0,0,5,119,69
15088,1,0,1,882648,0,882648,0,0,0,0,5,118,69
41969,0,5,5,0,9175133,9175133,2,0.857143,0.916667,0,6,135,140
65969,1,0,1,1835026,0,1835026,0,0,0,0,6,134,140
13881,1,0,1,1835026,0,1835026,0,0,0,0,6,133,140
76026,1,1,2,1835027,5217932,7052959,1,1,1,0,6,132,140
92875,1,0,1,1835027,0,1835027,0,0,0,0,6,130,140
69841,1,0,1,1835027,0,1835027,0,0,0,0,6,129,140
37177,1,25,26,1296433,10998274,12294707,4,0.733333,0.861111,0.000008,0,169,121
21392,1,0,1,362164,0,362164,0,0,0,0,0,168,121
90607,1,0,1,362164,0,362164,0,0,0,0,0,167,121
88400,1,0,1,362164,0,362164,0,0,0,0,0,166,121
70964,2,0,2,5974753,0,5974753,0,0,0,0,0,165,123
63029,1,0,1,362164,0,362164,0,0,0,0,0,164,121
80337,1,0,1,362164,0,362164,0,0,0,0,0,163,121
14656,1,1,2,362164,518690,880854,1,1,1,0,0,162,121
89730,1,0,1,362164,0,362164,0,0,0,0,0,160,121
93055,1,0,1,362164,0,362164,0,0,0,0,0,159,121
68699,1,0,1,362164,0,362164,0,0,0,0,0,158,121
68229,1,0,1,362164,0,362164,0,0,0,0,0,157,121
13407,1,0,1,362164,0,362164,0,0,0,0,0,156,121
887,1,0,1,362164,0,362164,0,0,0,0,0,155,121
48011,1,0,1,362164,0,362164,0,0,0,0,0,154,121
3092,1,2,3,362164,1433974,1796138,3,0.555556,0.666667,0.000002,0,153,121
57772,1,0,1,362164,0,362164,0,0,0,0,0,147,121
31269,1,0,1,362164,0,362164,0,0,0,0,0,146,121
69355,1,0,1,362164,0,362164,0,0,0,0,0,145,121
9363,1,0,1,362164,0,362164,0,0,0,0,0,144,121
30714,1,1,2,362164,106907,469071,1,1,1,0,0,143,121
39631,1,0,1,362164,0,362164,0,0,0,0,0,141,121
33994,1,0,1,362164,0,362164,0,0,0,0,0,140,121
96016,1,0,1,362164,0,362164,0,0,0,0,0,139,121
67648,1,0,1,362164,0,362164,0,0,0,0,0,138,121
31439,1,15,16,4007857,11128279,15136136,1,1,1,0.000006,7,185,45
89434,1,0,1,554345,0,554345,0,0,0,0,7,184,45
90146,2,0,2,3163820,0,3163820,0,0,0,0,7,183,45
8611,1,0,1,554345,0,554345,0,0,0,0,7,182,45
3183,1,0,1,554345,0,554345,0,0,0,0,7,181,45
18533,1,0,1,554345,0,554345,0,0,0,0,7,180,45
6470,1,0,1,554345,0,554345,0,0,0,0,7,179,45
27405,1,0,1,554345,0,554345,0,0,0,0,7,178,45
97140,1,0,1,554345,0,554345,0,0,0,0,7,177,45
58911,1,0,1,554346,0,554346,0,0,0,0,7,176,45
20213,1,0,1,554346,0,554346,0,0,0,0,7,175,45
17450,1,0,1,554346,0,554346,0,0,0,0,7,174,45
63072,1,0,1,554346,0,554346,0,0,0,0,7,173,45
84089,1,0,1,554346,0,554346,0,0,0,0,7,172,45
42081,1,0,1,554346,0,554346,0,0,0,0,7,171,45
84352,0,11,11,0,7040515,7040515,1,1,1,0,8,197,1
79147,1,0,1,640046,0,640046,0,0,0,0,8,196,1
80053,1,0,1,640046,0,640046,0,0,0,0,8,195,1
61309,1,0,1,640047,0,640047,0,0,0,0,8,194,1
54502,1,0,1,640047,0,640047,0,0,0,0,8,193,1
94793,1,0,1,640047,0,640047,0,0,0,0,8,192,1
24728,1,0,1,640047,0,640047,0,0,0,0,8,191,1
36919,1,0,1,640047,0,640047,0,0,0,0,8,190,1
46738,1,0,1,640047,0,640047,0,0,0,0,8,189,1
62404,1,0,1,640047,0,640047,0,0,0,0,8,188,1
49860,1,0,1,640047,0,640047,0,0,0,0,8,187,1
9117,1,0,1,640047,0,640047,0,0,0,0,8,186,1
95615,0,12,12,0,8506735,8506735,1,1,1,0,9,210,76
43405,1,0,1,708894,0,708894,0,0,0,0,9,209,76
97885,1,0,1,708894,0,708894,0,0,0,0,9,208,76
15768,1,0,1,708894,0,708894,0,0,0,0,9,207,76
13218,1,0,1,708894,0,708894,0,0,0,0,9,206,76
93239,1,0,1,708894,0,708894,0,0,0,0,9,205,76
20217,1,0,1,708895,0,708895,0,0,0,0,9,204,76
13591,1,0,1,708895,0,708895,0,0,0,0,9,203,76
65665,1,0,1,708895,0,708895,0,0,0,0,9,202,76
27376,1,0,1,708895,0,708895,0,0,0,0,9,201,76
1638,1,0,1,708895,0,708895,0,0,0,0,9,200,76
35853,1,0,1,708895,0,708895,0,0,0,0,9,199,76
70742,2,0,2,4778180,0,4778180,0,0,0,0,9,198,76
41220,1,4,5,5901524,7077421,12978945,1,1,1,0.000001,10,215,156
39061,1,0,1,1769355,0,1769355,0,0,0,0,10,214,156
48727,1,0,1,1769355,0,1769355,0,0,0,0,10,213,156
21809,1,0,1,1769355,0,1769355,0,0,0,0,10,212,156
26639,1,0,1,1769356,0,1769356,0,0,0,0,10,211,156
39284,0,29,29,0,7950961,7950961,2,0.967742,0.983333,0,11,246,246
62427,1,0,1,274171,0,274171,0,0,0,0,11,245,246
87467,1,0,1,274171,0,274171,0,0,0,0,11,244,246
53948,1,0,1,274171,0,274171,0,0,0,0,11,243,246
5032,1,0,1,274171,0,274171,0,0,0,0,11,242,246
68774,1,0,1,274171,0,274171,0,0,0,0,11,241,246
40321,1,0,1,274171,0,274171,0,0,0,0,11,240,246
95596,1,0,1,274171,0,274171,0,0,0,0,11,239,246
2955,1,0,1,274171,0,274171,0,0,0,0,11,238,246
91794,1,0,1,274171,0,274171,0,0,0,0,11,237,246
45479,1,0,1,274171,0,274171,0,0,0,0,11,236,246
63272,1,0,1,274171,0,274171,0,0,0,0,11,235,246
67144,1,0,1,274171,0,274171,0,0,0,0,11,234,246
7228,1,0,1,274171,0,274171,0,0,0,0,11,233,246
47704,1,0,1,274171,0,274171,0,0,0,0,11,232,246
74691,1,0,1,274171,0,274171,0,0,0,0,11,231,246
4429,1,0,1,274171,0,274171,0,0,0,0,11,230,246
13670,1,0,1,274171,0,274171,0,0,0,0,11,229,246
85867,1,0,1,274171,0,274171,0,0,0,0,11,228,246
18192,1,1,2,274171,2412412,2686583,1,1,1,0,11,227,246
28414,1,0,1,274171,0,274171,0,0,0,0,11,225,246
55092,1,0,1,274171,0,274171,0,0,0,0,11,224,246
4394,1,0,1,274171,0,274171,0,0,0,0,11,223,246
74901,1,0,1,274171,0,274171,0,0,0,0,11,222,246
2683,1,0,1,274171,0,274171,0,0,0,0,11,221,246
87826,1,0,1,274171,0,274171,0,0,0,0,11,220,246
13963,1,0,1,274171,0,274171,0,0,0,0,11,219,246
29925,1,0,1,274171,0,274171,0,0,0,0,11,218,246
61097,2,0,2,2775928,0,2775928,0,0,0,0,11,217,246
13638,1,0,1,274172,0,274172,0,0,0,0,11,216,246
82688,1,26,27,3529488,8260890,11790378,2,0.964286,0.981481,0.000007,7,274,45
77924,1,0,1,292038,0,292038,0,0,0,0,7,273,45
91706,1,0,1,292038,0,292038,0,0,0,0,7,272,45
87880,1,0,1,292038,0,292038,0,0,0,0,7,271,45
18305,1,0,1,292038,0,292038,0,0,0,0,7,270,45
74062,1,0,1,292038,0,292038,0,0,0,0,7,269,45
83006,1,0,1,292038,0,292038,0,0,0,0,7,268,45
39778,1,0,1,292038,0,292038,0,0,0,0,7,267,45
32368,1,0,1,292038,0,292038,0,0,0,0,7,266,45
12943,1,0,1,292038,0,292038,0,0,0,0,7,265,45
67262,1,0,1,292038,0,292038,0,0,0,0,7,264,45
48186,1,0,1,292038,0,292038,0,0,0,0,7,263,45
6015,1,0,1,292038,0,292038,0,0,0,0,7,262,45
34921,1,0,1,292038,0,292038,0,0,0,0,7,261,45
28976,1,0,1,292038,0,292038,0,0,0,0,7,260,45
16779,1,0,1,292038,0,292038,0,0,0,0,7,259,45
88240,1,0,1,292038,0,292038,0,0,0,0,7,258,45
4870,1,0,1,292038,0,292038,0,0,0,0,7,257,45
32981,1,0,1,292038,0,292038,0,0,0,0,7,256,45
75676,1,0,1,292038,0,292038,0,0,0,0,7,255,45
69388,1,0,1,292038,0,292038,0,0,0,0,7,254,45
97318,1,0,1,292038,0,292038,0,0,0,0,7,253,45
42411,1,0,1,292039,0,292039,0,0,0,0,7,252,45
13222,1,0,1,292039,0,292039,0,0,0,0,7,251,45
99496,1,0,1,292039,0,292039,0,0,0,0,7,250,45
1932,1,0,1,292039,0,292039,0,0,0,0,7,249,45
30965,1,22,23,4588859,12634359,17223218,4,0.7,0.863095,0.000007,0,303,121
80135,1,0,1,398394,0,398394,0,0,0,0,0,302,121
88488,1,0,1,398394,0,398394,0,0,0,0,0,301,121
57075,1,0,1,398394,0,398394,0,0,0,0,0,300,121
40167,1,1,2,398394,3422485,3820879,1,1,1,0,0,299,121
24981,1,0,1,398394,0,398394,0,0,0,0,0,297,121
57149,1,0,1,398394,0,398394,0,0,0,0,0,296,121
14030,1,0,1,398394,0,398394,0,0,0,0,0,295,121
45553,1,0,1,398394,0,398394,0,0,0,0,0,294,121
80750,1,0,1,398394,0,398394,0,0,0,0,0,293,121
49600,1,0,1,398394,0,398394,0,0,0,0,0,292,121
93262,1,0,1,398394,0,398394,0,0,0,0,0,291,121
25307,1,0,1,398394,0,398394,0,0,0,0,0,290,121
63112,1,0,1,398394,0,398394,0,0,0,0,0,289,121
14080,1,0,1,398394,0,398394,0,0,0,0,0,288,121
95733,1,0,1,398394,0,398394,0,0,0,0,0,287,121
63228,1,0,1,398394,0,398394,0,0,0,0,0,286,121
4845,1,0,1,398394,0,398394,0,0,0,0,0,285,121
45785,1,0,1,398395,0,398395,0,0,0,0,0,284,121
74470,1,0,1,398395,0,398395,0,0,0,0,0,283,121
32822,1,1,2,398395,2623132,3021527,3,0.454545,0.533333,0.000002,0,282,185
23309,1,0,1,398395,0,398395,0,0,0,0,0,276,121
72032,0,21,21,0,8229204,8229204,9,0.446154,0.787206,0,12,333,15
68884,1,0,1,391866,0,391866,0,0,0,0,12,332,15
35234,1,0,1,391866,0,391866,0,0,0,0,12,331,15
44712,1,0,1,391866,0,391866,0,0,0,0,12,330,15
21863,1,0,1,391867,0,391867,0,0,0,0,12,329,15
30284,1,0,1,391867,0,391867,0,0,0,0,12,328,15
68776,1,0,1,391867,0,391867,0,0,0,0,12,327,15
77528,1,0,1,391867,0,391867,0,0,0,0,12,326,15
13268,1,0,1,391867,0,391867,0,0,0,0,12,325,15
12595,1,0,1,391867,0,391867,0,0,0,0,12,324,15
27847,1,0,1,391867,0,391867,0,0,0,0,12,323,15
15477,1,0,1,391867,0,391867,0,0,0,0,12,322,15
57885,1,0,1,391867,0,391867,0,0,0,0,12,321,15
76683,1,0,1,391867,0,391867,0,0,0,0,12,320,15
45427,1,0,1,391867,0,391867,0,0,0,0,12,319,15
92818,1,0,1,391867,0,391867,0,0,0,0,12,318,15
49478,1,0,1,391867,0,391867,0,0,0,0,12,317,15
67354,1,0,1,391867,0,391867,0,0,0,0,12,316,15
44038,2,1,3,7405365,7013498,14418863,8,0.222222,0.339732,0.000014,12,315,15
31247,1,0,1,391867,0,391867,0,0,0,0,12,306,15
82095,1,0,1,391867,0,391867,0,0,0,0,12,305,15
63396,1,0,1,391867,0,391867,0,0,0,0,12,304,15
24041,0,23,23,0,7415504,7415504,3,0.823529,0.904762,0,13,362,221
96977,1,0,1,322413,0,322413,0,0,0,0,13,361,221
33426,1,0,1,322413,0,322413,0,0,0,0,13,360,221
46541,1,0,1,322413,0,322413,0,0,0,0,13,359,221
23893,1,0,1,322413,0,322413,0,0,0,0,13,358,221
86853,1,0,1,322413,0,322413,0,0,0,0,13,357,221
45493,1,0,1,322413,0,322413,0,0,0,0,13,356,221
33601,1,0,1,322413,0,322413,0,0,0,0,13,355,221
16524,2,0,2,6741478,0,6741478,0,0,0,0,13,354,221
56913,1,0,1,322413,0,322413,0,0,0,0,13,353,221
36891,1,1,2,322413,1755132,2077545,1,1,1,0,13,352,221
18626,1,1,2,322413,4629576,4951989,2,0.666667,0.75,0,13,350,221
1666,1,0,1,322413,0,322413,0,0,0,0,13,347,221
34756,1,0,1,322413,0,322413,0,0,0,0,13,346,221
66669,1,0,1,322413,0,322413,0,0,0,0,13,345,221
55422,1,0,1,322413,0,322413,0,0,0,0,13,344,221
39060,2,1,3,4662142,5993255,10655397,1,1,1,0,13,343,221
88176,1,0,1,322413,0,322413,0,0,0,0,13,341,221
21197,1,1,2,322413,525626,848039,1,1,1,0,13,340,221
92217,1,0,1,322414,0,322414,0,0,0,0,13,338,221
39661,1,0,1,322414,0,322414,0,0,0,0,13,337,221
56984,1,0,1,322414,0,322414,0,0,0,0,13,336,221
9570,1,0,1,322414,0,322414,0,0,0,0,13,335,221
49937,1,0,1,322414,0,322414,0,0,0,0,13,334,221
82410,1,12,13,4040534,8565707,12606241,3,0.789474,0.888889,0.000002,14,378,115
59581,1,0,1,713808,0,713808,0,0,0,0,14,377,115
21955,1,1,2,713809,2808503,3522312,2,0.666667,0.75,0.000001,14,376,115
15915,1,0,1,713809,0,713809,0,0,0,0,14,373,115
94012,1,0,1,713809,0,713809,0,0,0,0,14,372,115
25362,1,0,1,713809,0,713809,0,0,0,0,14,371,115
27412,1,0,1,713809,0,713809,0,0,0,0,14,370,115
79849,1,0,1,713809,0,713809,0,0,0,0,14,369,115
26063,1,0,1,713809,0,713809,0,0,0,0,14,368,115
77984,1,0,1,713809,0,713809,0,0,0,0,14,367,115
41940,2,0,2,3528211,0,3528211,0,0,0,0,14,366,115
88645,1,1,2,713809,93827,807636,1,1,1,0,14,365,115
87881,1,0,1,713809,0,713809,0,0,0,0,14,363,115
24441,0,3,3,0,8862558,8862558,1,1,1,0,15,382,2
12242,1,0,1,2954186,0,2954186,0,0,0,0,15,381,2
23236,1,0,1,2954186,0,2954186,0,0,0,0,15,380,2
94201,1,0,1,2954186,0,2954186,0,0,0,0,15,379,2
43439,2,18,20,10640632,9050904,19691536,1,1,1,0.000011,4,401,151
91672,1,0,1,502828,0,502828,0,0,0,0,4,400,151
36605,1,0,1,502828,0,502828,0,0,0,0,4,399,151
82179,1,0,1,502828,0,502828,0,0,0,0,4,398,151
12117,1,0,1,502828,0,502828,0,0,0,0,4,397,151
53631,1,0,1,502828,0,502828,0,0,0,0,4,396,151
48679,1,0,1,502828,0,502828,0,0,0,0,4,395,151
13115,1,0,1,502828,0,502828,0,0,0,0,4,394,151
63955,1,0,1,502828,0,502828,0,0,0,0,4,393,151
16638,1,0,1,502828,0,502828,0,0,0,0,4,392,151
46827,1,0,1,502828,0,502828,0,0,0,0,4,391,151
46060,1,0,1,502828,0,502828,0,0,0,0,4,390,151
60266,1,0,1,502828,0,502828,0,0,0,0,4,389,151
5029,1,0,1,502828,0,502828,0,0,0,0,4,388,151
62290,1,0,1,502828,0,502828,0,0,0,0,4,387,151
89414,1,0,1,502828,0,502828,0,0,0,0,4,386,151
94137,1,0,1,502828,0,502828,0,0,0,0,4,385,151
58551,1,0,1,502828,0,502828,0,0,0,0,4,384,151
71167,2,0,2,2608933,0,2608933,0,0,0,0,4,383,151
69208,0,24,24,0,8935705,8935705,22,0.187151,0.49041,0,4,450,151
42692,1,0,1,372321,0,372321,0,0,0,0,4,449,151
54010,1,0,1,372321,0,372321,0,0,0,0,4,448,151
44409,1,0,1,372321,0,372321,0,0,0,0,4,447,151
94632,1,0,1,372321,0,372321,0,0,0,0,4,446,151
51747,1,0,1,372321,0,372321,0,0,0,0,4,445,151
21453,1,0,1,372321,0,372321,0,0,0,0,4,444,151
42627,1,1,2,372321,2608003,2980324,3,0.350877,0.375,0.000003,4,443,151
97637,1,0,1,372321,0,372321,0,0,0,0,4,441,151
66062,1,0,1,372321,0,372321,0,0,0,0,4,440,151
71259,1,0,1,372321,0,372321,0,0,0,0,4,439,151
55007,1,0,1,372321,0,372321,0,0,0,0,4,438,151
62050,1,0,1,372321,0,372321,0,0,0,0,4,437,151
23494,2,0,2,3096825,0,3096825,0,0,0,0,4,436,151
38720,1,0,1,372321,0,372321,0,0,0,0,4,435,151
24349,1,0,1,372321,0,372321,0,0,0,0,4,434,151
7654,2,2,4,7795277,8790370,16585647,21,0.098291,0.223711,0.000012,4,433,26
85699,1,0,1,372321,0,372321,0,0,0,0,4,409,151
98036,1,0,1,372321,0,372321,0,0,0,0,4,408,151
32455,1,0,1,372321,0,372321,0,0,0,0,4,407,151
91032,1,0,1,372321,0,372321,0,0,0,0,4,406,151
6897,1,0,1,372321,0,372321,0,0,0,0,4,405,151
51077,1,0,1,372321,0,372321,0,0,0,0,4,404,151
13633,1,0,1,372321,0,372321,0,0,0,0,4,403,151
48273,1,0,1,372322,0,372322,0,0,0,0,4,402,151
71475,0,8,8,0,9233815,9233815,1,1,1,0,16,459,89
10234,1,0,1,1002226,0,1002226,0,0,0,0,16,458,89
75572,1,0,1,1002226,0,1002226,0,0,0,0,16,457,89
50788,1,0,1,1002226,0,1002226,0,0,0,0,16,456,89
8847,1,0,1,1002226,0,1002226,0,0,0,0,16,455,89
34483,1,0,1,1002227,0,1002227,0,0,0,0,16,454,89
72492,1,0,1,1002227,0,1002227,0,0,0,0,16,453,89
54332,1,0,1,1002227,0,1002227,0,0,0,0,16,452,89
75076,1,19,20,4128552,7980840,12109392,3,0.875,0.944444,0.000003,17,481,67
30252,1,0,1,420044,0,420044,0,0,0,0,17,480,67
50080,1,0,1,420044,0,420044,0,0,0,0,17,479,67
98057,1,0,1,420044,0,420044,0,0,0,0,17,478,67
30180,1,0,1,420044,0,420044,0,0,0,0,17,477,67
92527,1,0,1,420044,0,420044,0,0,0,0,17,476,67
24618,1,0,1,420044,0,420044,0,0,0,0,17,475,67
6644,1,0,1,420044,0,420044,0,0,0,0,17,474,67
24841,1,0,1,420044,0,420044,0,0,0,0,17,473,67
20067,1,0,1,420044,0,420044,0,0,0,0,17,472,67
6646,1,0,1,420044,0,420044,0,0,0,0,17,471,67
90581,1,0,1,420044,0,420044,0,0,0,0,17,470,67
50112,1,0,1,420044,0,420044,0,0,0,0,17,469,67
75668,1,0,1,420044,0,420044,0,0,0,0,17,468,67
66439,1,0,1,420044,0,420044,0,0,0,0,17,467,67
16595,2,1,3,5195713,5178964,10374677,2,0.666667,0.75,0.000001,17,466,67
71373,1,0,1,420045,0,420045,0,0,0,0,17,463,67
49051,1,0,1,420045,0,420045,0,0,0,0,17,462,67
34544,2,0,2,4260649,0,4260649,0,0,0,0,17,461,67
1512,1,0,1,420045,0,420045,0,0,0,0,17,460,67
82930,0,14,14,0,19961874,19961874,2,0.888889,0.9375,0,2,497,211
72794,1,0,1,779884,0,779884,0,0,0,0,2,496,211
43090,1,0,1,779884,0,779884,0,0,0,0,2,495,211
16422,1,1,2,779884,222032,1001916,1,1,1,0,2,494,211
85116,1,0,1,779884,0,779884,0,0,0,0,2,492,211
83961,1,0,1,779884,0,779884,0,0,0,0,2,491,211
29156,1,0,1,779884,0,779884,0,0,0,0,2,490,211
89577,1,0,1,779884,0,779884,0,0,0,0,2,489,211
45031,1,0,1,779884,0,779884,0,0,0,0,2,488,211
67096,1,0,1,779885,0,779885,0,0,0,0,2,487,211
13919,0,24,24,0,7757953,7757953,2,0.961538,0.98,0,18,523,34
53522,1,0,1,323248,0,323248,0,0,0,0,18,522,34
61430,1,0,1,323248,0,323248,0,0,0,0,18,521,34
33512,1,0,1,323248,0,323248,0,0,0,0,18,520,34
45513,1,0,1,323248,0,323248,0,0,0,0,18,519,34
90767,1,0,1,323248,0,323248,0,0,0,0,18,518,34
11846,1,0,1,323248,0,323248,0,0,0,0,18,517,34
25667,1,0,1,323248,0,323248,0,0,0,0,18,516,34
27636,1,1,2,323248,594523,917771,1,1,1,0,18,515,34
63975,1,0,1,323248,0,323248,0,0,0,0,18,513,34
50139,1,0,1,323248,0,323248,0,0,0,0,18,512,34
