source,target,transaction,weight
30699,97635,1,5523379
30714,43793,1,106907
30735,3854,1,4849662
30770,62556,1,13332
30799,69779,1,2156123
30874,10085,1,7881878
30932,50722,1,234796
30965,4845,1,398394
30965,14030,1,398394
30965,14080,1,398394
30965,23309,1,398395
30965,24981,1,398394
30965,25307,1,398394
30965,32822,1,398395
30965,40167,1,398394
30965,45553,1,398394
30965,45785,1,398395
30965,49600,1,398394
30965,51446,1,4268081
30965,57075,1,398394
30965,57149,1,398394
30965,63112,1,398394
30965,63228,1,398394
30965,74470,1,398395
30965,80135,1,398394
30965,80750,1,398394
30965,88488,1,398394
30965,93262,1,398394
30965,95733,1,398394
31031,51196,1,7525659
31137,57938,1,6738027
31163,95093,1,2395386
31270,35235,1,95888
31270,93784,1,7629866
31287,85814,1,266502
31344,17378,1,1738005
31377,45615,1,7629866
31439,3183,1,554345
31439,6470,1,554345
31439,8611,1,554345
31439,17450,1,554346
31439,18533,1,554345
31439,20213,1,554346
31439,27405,1,554345
31439,42081,1,554346
31439,58911,1,554346
31439,63072,1,554346
31439,84089,1,554346
31439,89434,1,554345
31439,90146,1,554345
31439,96773,1,3367443
31439,97140,1,554345
31598,31163,1,363046
31610,65175,1,5004735
31654,50710,1,3368585
31696,66443,1,3261600
31815,45385,1,3412264
31821,18941,1,386526
31871,861,1,7525659
31930,57399,1,2765625
31965,69542,1,7621775
32042,72317,1,5712794
32080,69237,1,4369196
32083,7844,1,5820894
32093,32298,1,2529811
32130,35633,1,2652759
32142,38108,1,3316517
32144,42168,1,226479
32176,2608,1,1180054
32346,26734,1,6654803
32420,77936,1,7422956
32548,55468,1,6937925
32599,18661,1,3040921
32685,43793,1,106907
32713,77508,1,445248
32740,9490,1,7422956
32822,99632,1,2623132
32893,30530,1,7270189
32997,57384,1,6654803
33004,3329,1,422087
33133,43171,1,5268988
33148,70809,1,1395815
33174,26740,1,3802359
33174,81173,1,6937925
33188,80349,1,3183022
33189,58513,1,4034093
33203,784,1,882647
33203,7242,1,882647
33203,8056,1,882647
33203,15088,1,882648
33203,34537,1,882648
33203,65196,1,882647
33203,69621,1,882647
33203,80364,1,882647
33203,97479,1,882648
33236,77952,1,288956
33274,95242,1,6944610
33294,21709,1,3410090
33427,61346,1,288351
33443,61346,1,288350
33473,32740,1,7422956
33510,42168,1,226479
33564,6678,1,1180054
33596,45412,1,422432
33645,55072,1,2298957
33718,69566,1,670391
33769,56431,1,917735
33769,60595,1,5126204
33784,51575,1,6615328
33789,61346,1,4525371
33823,33789,1,3808618
33855,95164,1,4027140
33979,40273,1,1030238
34047,18941,1,386526
34132,28150,1,7130066
34166,99897,1,6763814
34227,28046,1,328814
34552,31163,1,363046
34565,50275,1,3334081
34586,3329,1,422088
34685,90946,1,222032
34757,15632,1,4710952
34767,43793,1,106907
34941,3332,1,2347046
34947,55838,1,7422956
34989,47569,1,5806795
35053,50985,1,5815280
35086,36839,1,4266693
35225,47114,1,6944610
35256,98589,1,3062729
35300,1991,1,5972619
35384,36942,1,5505135
35428,77952,1,288957
35484,3185,1,7013498
35511,75542,1,448910
35516,18230,1,4371863
35540,48703,1,7259213
35651,89131,1,349000
35778,66713,1,6944610
35866,35270,1,335248
35926,86903,1,215499
36106,23286,1,3640278
36154,30735,1,4824160
36246,84211,1,572349
36275,18972,1,5523379
36398,48307,1,2155695
36647,33294,1,4253756
36647,64269,1,7270189
36698,35235,1,3252156
36698,79340,1,4402054
36839,30965,1,4588859
36839,37177,1,1296433
36856,28476,1,3090646
36891,24642,1,1755132
36942,44071,1,5505135
36973,29614,1,1980983
36975,4661,1,1457880
36990,73055,1,361845
37108,79920,1,2302217
37177,887,1,362164
37177,3092,1,362164
37177,9363,1,362164
37177,13407,1,362164
37177,14656,1,362164
37177,21392,1,362164
37177,27986,1,2306338
37177,30714,1,362164
37177,31269,1,362164
37177,33994,1,362164
37177,39631,1,362164
37177,48011,1,362164
37177,57772,1,362164
37177,63029,1,362164
37177,67648,1,362164
37177,68229,1,362164
37177,68699,1,362164
37177,69355,1,362164
37177,70964,1,362164
37177,80337,1,362164
37177,88400,1,362164
37177,89730,1,362164
37177,90607,1,362164
37177,93055,1,362164
37177,96016,1,362164
37235,43793,1,106907
37278,6254,1,685902
37401,37131,1,4689663
37414,77508,1,445248
37485,52245,1,7012527
37507,98047,1,704348
37534,27881,1,3258312
37630,98242,1,6493011
37651,59470,1,335915
37661,18941,1,386526
37691,91694,1,1850652
37773,25554,1,7474036
37792,52256,1,2373541
37799,78632,1,5815280
37802,53268,1,1480799
37806,31163,1,363046
38002,56721,1,6615328
38007,61346,1,288350
38127,90579,1,1911421
38153,46344,1,1224059
38206,85539,1,2231671
38215,35484,1,7013498
38256,18166,1,4166313
38258,93492,1,6493011
38478,38565,1,2399232
38537,93771,1,5815280
38558,57768,1,6352694
38586,59470,1,335914
38590,13481,1,1158785
38590,41703,1,3062117
38638,85499,1,3991712
38833,35270,1,335248
38897,24193,1,7525659
38932,31163,1,363046
38993,24266,1,3964183
39060,29315,1,5993255
39119,62556,1,13332
39185,10202,1,5004735
39266,82238,1,2405323
39284,2683,1,274171
39284,2955,1,274171
39284,4394,1,274171
39284,4429,1,274171
39284,5032,1,274171
39284,7228,1,274171
39284,13638,1,274172
39284,13670,1,274171
39284,13963,1,274171
39284,18192,1,274171
39284,28414,1,274171
39284,29925,1,274171
39284,40321,1,274171
39284,45479,1,274171
39284,47704,1,274171
39284,53948,1,274171
39284,55092,1,274171
39284,61097,1,274172
39284,62427,1,274171
39284,63272,1,274171
39284,67144,1,274171
39284,68774,1,274171
39284,74691,1,274171
39284,74901,1,274171
39284,85867,1,274171
39284,87467,1,274171
39284,87826,1,274171
39284,91794,1,274171
39284,95596,1,274171
39345,17534,1,1423374
39370,21533,1,2001168
39475,603,1,3315870
39500,77952,1,288956
39837,83988,1,268782
39850,12122,1,6738027
39968,44627,1,990610
40037,73055,1,361845
40056,65904,1,5815280
40154,54099,1,1180054
40167,31783,1,3422485
40198,77952,1,288956
40206,55859,1,1015133
40237,74713,1,1310437
40262,91800,1,5505135
40267,51149,1,316129
40268,78025,1,2800610
40374,88225,1,4484464
40517,72522,1,197077
40659,23997,1,2084373
40833,69782,1,5505135
40873,94670,1,376890
40894,62556,1,13332
40939,39952,1,2081709
40945,84520,1,4494518
41031,51149,1,316129
41032,30699,1,5523379
41032,44509,1,4634190
41122,54119,1,6421783
41220,21809,1,1769355
41220,26639,1,1769356
41220,39061,1,1769355
41220,48727,1,1769355
41277,41940,1,2814402
41323,78247,1,1395815
41337,95930,1,514164
41341,25679,1,7952497
41370,78452,1,6531605
41405,59470,1,335915
41461,35270,1,335249
41485,5953,1,3847765
41512,77508,1,445249
41568,77952,1,288957
41634,76031,1,1853925
41634,98596,1,2262363
41703,46047,1,6738027
41731,59544,1,7130066
41780,35225,1,6944610
41819,31439,1,4007857
41969,13881,1,1835026
41969,65969,1,1835026
41969,69841,1,1835027
41969,76026,1,1835027
41969,92875,1,1835027
42005,6034,1,4714192
42203,43793,1,106906
42439,51149,1,316128
42454,32893,1,7270189
42460,32346,1,6654803
42627,30509,1,2608003
42723,14943,1,525627
42776,77952,1,288956
42831,44412,1,2953532
42831,63730,1,2046834
42862,74946,1,1823624
42879,19263,1,3217217
42988,89131,1,349000
43005,23718,1,7259213
43041,3329,1,422088
43068,11108,1,993567
43372,86839,1,478195
43430,49910,1,2292028
43439,5029,1,502828
43439,12117,1,502828
43439,13115,1,502828
43439,16638,1,502828
43439,36605,1,502828
43439,46060,1,502828
43439,46827,1,502828
43439,48679,1,502828
43439,53631,1,502828
43439,58551,1,502828
43439,60266,1,502828
43439,62290,1,502828
43439,63955,1,502828
43439,71167,1,502828
43439,82179,1,502828
43439,89414,1,502828
43439,91672,1,502828
43439,94137,1,502828
43452,3329,1,422087
43458,10997,1,7422956
43528,9987,1,652282
43624,50759,1,1999105
43663,89131,1,349001
43725,43793,1,106906
43742,86839,1,478195
43819,80863,1,5178847
43889,59678,1,2312958
44038,49500,1,7013498
44071,6211,1,5505135
44075,28306,1,1161940
44075,55646,1,5806795
44299,94670,1,376891
44313,37630,1,6493011
44441,68625,1,2686176
44454,14943,1,525627
44499,86839,1,478195
44595,51089,1,4928819
44627,46638,1,2468440
44752,63384,1,7130066
44823,18510,1,1395815
44827,27662,1,5268988
44827,40206,1,399814
44827,88623,1,1963577
44836,49597,1,1893610
44840,15517,1,7422956
44868,57816,1,4369196
44881,76348,1,5983503
45069,65997,1,3972197
45183,83988,1,268782
45257,35270,1,335248
45283,3329,1,422087
45294,6199,1,5959988
45330,42228,1,5622169
45366,28046,1,328814
45383,5110,1,6421783
45407,94679,1,6819592
45465,7187,1,5102151
45472,58536,1,2862029
45526,18743,1,395032
45615,18899,1,7629866
45645,35270,1,335249
45667,18941,1,386526
45719,70122,1,4977320
45741,44840,1,7422956
45772,24950,1,131219
45772,82410,1,4040534
45806,15632,1,1796475
45837,41851,1,3674691
45882,47581,1,2878294
46047,74994,1,6738027
46066,43793,1,106906
46125,57020,1,764617
46146,90377,1,3724101
46161,86839,1,478195
46184,86903,1,215499
46192,92695,1,5815280
46198,51149,1,316129
46239,96888,1,7422956
46242,41205,1,900632
46296,31997,1,4528389
46307,6477,1,518690
46314,88223,1,923773
46359,59470,1,335915
46436,73532,1,1421211
46436,77346,1,1786639
46526,28046,1,328814
46531,36450,1,4219354
46559,82128,1,7259213
46560,5591,1,3635704
46627,17240,1,4049544
46627,61346,1,288350
46638,50729,1,7621775
46802,86903,1,215499
46889,51149,1,316129
46893,96138,1,365171
47047,20896,1,1630093
47071,72753,1,3768592
47099,28292,1,6654803
47111,34947,1,7422956
47114,13272,1,6944610
47205,6477,1,518689
47353,41905,1,3482904
47353,71881,1,2884434
47361,55499,1,7474036
47413,86903,1,215499
47522,42168,1,226479
47569,54151,1,5806795
47572,81630,1,3256323
47590,16290,1,7130066
47698,82632,1,5806795
47807,45676,1,3597983
48013,78030,1,594523
48021,51149,1,316129
48051,1970,1,7270189
48053,63619,1,1940175
48104,39961,1,1998986
48134,83988,1,268782
48135,93608,1,6442557
48180,4850,1,256469
48309,87296,1,3058326
48345,52387,1,6423218
48369,28046,1,328814
48423,22491,1,4616652
48631,77508,1,445248
48643,23882,1,2370940
48703,4689,1,7259213
48774,78255,1,3170100
48794,91733,1,1554429
48799,89984,1,4333353
48889,37799,1,5815280
48954,62123,1,7042628
48967,70275,1,4922163
48977,90823,1,5820894
49130,89560,1,1919156
49153,20352,1,267793
49153,52923,1,267794
49153,86005,1,267794
49391,83790,1,274713
49500,89628,1,7013498
49543,95152,1,1096351
